"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW";"MaStR-Nr. der zugeordneten Migrationseinheit"
"SEE926062277139";"702325";"In Betrieb";"Wind";"2000";"2000";"10.5.2005";"18.6.2019";"Sachsen-Anhalt";"06779";"Raguhn-Jeßnitz";"";"";"Raguhn";"Flur 1: Flurstück 37";"15082015";"51,703682";"12,24566";"";"";"WSB Windpark Thurland GmbH & Co. KG";"114";"70";"ENERCON GmbH";"E 66 20.70";"";"";"Horizontalläufer";"Windkraft an Land";"14.4.2021";"";"";"WSB Windpark Thurland GmbH & Co. KG";"ABR929523838474";"Volleinspeisung";"SGE978309530132";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL919803043650";"EEG901163672991";"E41081010000000000000000000004440";"10.5.2005";"";"";"";"";"";""
"SEE976908194120";"Zerbst II";"In Betrieb";"Wind";"1500";"1500";"23.12.2005";"22.12.2019";"Sachsen-Anhalt";"39261";"Zerbst";"";"";"Zerbst";"Flur 17,  Flurstücke 50 und 62";"15082430";"51,980032";"12,116053";"";"";"WP Zerbst";"80";"80";"General Electric Deutschland Holding GmbH";"GE 1,5 sl";"";"";"Horizontalläufer";"Windkraft an Land";"24.11.2020";"";"";"WKN Windkraft Nord GmbH & Co. Windpark Zerbst KG";"ABR969952508081";"Volleinspeisung";"SGE990173794670";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Mittelspannung";"SEL918664202848";"EEG989223582176";"E418780200000E0000000005092900020";"23.12.2005";"";"";"";"";"";""
"SEE955323660953";"702324";"In Betrieb";"Wind";"2000";"2000";"9.5.2005";"18.6.2019";"Sachsen-Anhalt";"06779";"Raguhn-Jeßnitz";"";"";"Raguhn";"Flur 1: Flurstück 27";"15082015";"51,706399";"12,240134";"";"";"WSB Windpark Thurland GmbH & Co. KG";"114";"70";"ENERCON GmbH";"E 66 20.70";"";"";"Horizontalläufer";"Windkraft an Land";"7.5.2021";"";"";"WSB Windpark Thurland GmbH & Co. KG";"ABR929523838474";"Volleinspeisung";"SGE978309530132";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL913012622828";"EEG928250230476";"E41081010000000000000000000004439";"9.5.2005";"";"";"";"";"";""
"SEE912049554362";"AN-1300-900-02";"In Betrieb";"Wind";"1300";"1300";"5.2.2003";"9.8.2019";"Sachsen-Anhalt";"06420";"Könnern";"Windpark";"913";"";"";"15082377";"51,691389";"11,804722";"";"";"Könnern I";"80";"62";"Siemens Wind Power GmbH & Co. KG";"AN Bonus 62";"";"";"Horizontalläufer";"Windkraft an Land";"23.4.2021";"";"";"PROKON Regenerative Energien eG";"ABR989393706204";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL905904890224";"EEG929858479830";"E41081010000000000000000000005400";"19.6.2003";"";"";"";"";"";""
"SEE904707928806";"223761 - WEA 23";"In Betrieb";"Wind";"3600";"3600";"5.7.2019";"12.7.2019";"Sachsen-Anhalt";"06388";"Gröbzig";"";"";"Wörbzig";"4 und 1005";"15082377";"51,708231";"11,9146";"";"";"WP Wörbzig Repowering I";"149";"136";"Vestas Deutschland GmbH";"V136-3,6MW NH149m";"";"";"Horizontalläufer";"Windkraft an Land";"10.6.2021";"";"";"WEB Windpark Wörbzig GmbH & Co. KG";"ABR949205937202";"Volleinspeisung";"SGE974005662382";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung";"SEL979164048251";"EEG920710933002";"E41081010000000000000000000268030";"5.7.2019";"WIN17-2/065";"";"";"";"";""
"SEE932227001341";"V80 -V13985";"In Betrieb";"Wind";"2000";"2000";"18.2.2002";"20.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Zörbig";"Flur 7, Flurstück 258";"15082340";"51,634615";"12,151511";"";"";"Windpark Zörbig";"95";"80";"Vestas Deutschland GmbH";"V80-2.0";"";"";"Horizontalläufer";"Windkraft an Land";"20.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE991964802604";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL942965970854";"EEG985410345258";"E41081010000000000000000000005078";"18.2.2002";"";"";"";"";"";""
"SEE907268536879";"AN-2300-118-06";"In Betrieb";"Wind";"2300";"2300";"17.10.2003";"9.8.2019";"Sachsen-Anhalt";"06420";"Könnern";"Windpark";"910";"";"";"15082377";"51,684722";"11,790556";"";"";"Könnern II";"90";"82";"Siemens Wind Power GmbH & Co. KG";"AN Bonus 82";"";"";"Horizontalläufer";"Windkraft an Land";"8.4.2021";"";"";"PROKON Regenerative Energien eG";"ABR989393706204";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL980726991991";"EEG963837081355";"E41081010000000000000000000005301";"17.10.2003";"";"";"";"";"";""
"SEE986740113586";"223760 - WEA 22";"In Betrieb";"Wind";"3600";"3600";"5.7.2019";"12.7.2019";"Sachsen-Anhalt";"06388";"Gröbzig";"";"";"Wörbzig";"3 und 1019";"15082377";"51,712196";"11,909194";"";"";"WP Wörbzig Repowering I";"149";"136";"Vestas Deutschland GmbH";"V136-3,6MW NH149m";"";"";"Horizontalläufer";"Windkraft an Land";"10.6.2021";"";"";"WEB Windpark Wörbzig GmbH & Co. KG";"ABR949205937202";"Volleinspeisung";"SGE974005662382";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung";"SEL979164048251";"EEG968863724047";"E41081010000000000000000000268029";"5.7.2019";"WIN17-2/065";"";"";"";"";""
"SEE905926107270";"702328";"In Betrieb";"Wind";"2000";"2000";"14.6.2005";"18.6.2019";"Sachsen-Anhalt";"06779";"Raguhn-Jeßnitz";"";"";"Raguhn";"Flur 1: Flurstück 46";"15082015";"51,709299";"12,23743";"";"";"WSB Windpark Thurland GmbH & Co. KG";"113";"71";"ENERCON GmbH";"E 70";"";"";"Horizontalläufer";"Windkraft an Land";"14.4.2021";"";"";"WSB Windpark Thurland GmbH & Co. KG";"ABR929523838474";"Volleinspeisung";"SGE978309530132";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL909458897500";"EEG915864090015";"E41081010000000000000000000004438";"14.6.2005";"";"";"";"";"";""
"SEE924112091889";"E66-E701250";"In Betrieb";"Wind";"1800";"1800";"24.6.2003";"21.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Löberitz";"Flur 3, Flurstück 252";"15082340";"51,643989";"12,168111";"";"";"Windpark Zörbig";"98";"70";"ENERCON GmbH";"E66/18.70";"";"";"Horizontalläufer";"Windkraft an Land";"21.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE908366677235";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL928345773123";"EEG989495435255";"E41081010000000000000000000004551";"24.6.2003";"";"";"";"";"";""
"SEE939523455434";"702329";"In Betrieb";"Wind";"2000";"2000";"16.6.2005";"18.6.2019";"Sachsen-Anhalt";"06779";"Raguhn-Jeßnitz";"";"";"Raguhn";"Flur 1: Flurstück 82";"15082015";"51,705108";"12,25157";"";"";"WSB Windpark Thurland GmbH & Co. KG";"113";"71";"ENERCON GmbH";"E 70";"";"";"Horizontalläufer";"Windkraft an Land";"14.4.2021";"";"";"WSB Windpark Thurland GmbH & Co. KG";"ABR929523838474";"Volleinspeisung";"SGE978309530132";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL946131835381";"EEG960615332241";"E41081010000000000000000000004437";"16.6.2005";"";"";"";"";"";""
"SEE903413423599";"E66-E70791";"In Betrieb";"Wind";"1800";"1800";"5.5.2002";"21.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Zörbig";"Flur 3, Flurstück 249";"15082340";"51,641959";"12,164931";"";"";"Windpark Zörbig";"98";"70";"ENERCON GmbH";"E66/18.70";"";"";"Horizontalläufer";"Windkraft an Land";"21.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE927676112717";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL924289741174";"EEG935915271187";"E41081010000000000000000000004550";"5.5.2002";"";"";"";"";"";""
"SEE994271536972";"823739";"In Betrieb";"Wind";"2300";"2300";"22.12.2011";"6.8.2019";"Sachsen-Anhalt";"06369";"Trebbichau";"";"";"Trebbichau";"Flur2: 1001";"15082377";"51,664513";"11,968328";"";"";"Trebbichau";"108";"82";"ENERCON GmbH";"E 82-E2";"";"";"Horizontalläufer";"Windkraft an Land";"27.1.2021";"";"";"Windpark GmbH & Co. Trebbichau KG";"ABR941567438915";"Volleinspeisung";"SGE938369341529";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Hochspannung";"SEL972780117356";"EEG984905905243";"E41081010000000000000000000152879";"22.12.2011";"";"";"";"";"";""
"SEE973836814397";"V80 - V17152";"In Betrieb";"Wind";"2000";"2000";"22.1.2003";"20.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Löberitz";"Flur 3,  Flurstück 306";"15082340";"51,642298";"12,160559";"";"";"Windpark Zörbig";"95";"80";"Vestas Deutschland GmbH";"V80-2.0";"";"";"Horizontalläufer";"Windkraft an Land";"20.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"";"SGE941220559780";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL964678322171";"EEG990745157544";"E41081010000000000000000000005076";"22.1.2003";"";"";"";"";"";""
"SEE974554192873";"AN-2300-125-09";"In Betrieb";"Wind";"2300";"2300";"14.10.2003";"9.8.2019";"Sachsen-Anhalt";"06420";"Könnern";"Windpark";"903";"";"";"15082377";"51,68";"11,789167";"";"";"Könnern II";"90";"82";"Siemens Wind Power GmbH & Co. KG";"AN Bonus 82";"";"";"Horizontalläufer";"Windkraft an Land";"8.4.2021";"";"";"PROKON Regenerative Energien eG";"ABR989393706204";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL952602215378";"EEG918321134895";"E41081010000000000000000000005303";"1.12.2006";"";"";"";"";"";""
"SEE945279450449";"V80 - V11930";"In Betrieb";"Wind";"2000";"2000";"12.7.2001";"20.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Zörbig";"Flur 7, Flurstück 265";"15082340";"51,629755";"12,148567";"";"";"Windpark Zörbig";"95";"80";"Vestas Deutschland GmbH";"V80-2.0";"";"";"Horizontalläufer";"Windkraft an Land";"20.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE964980243676";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL920808257997";"EEG901285369021";"E41081010000000000000000000005079";"12.7.2001";"";"";"";"";"";""
"SEE938047435281";"702326";"In Betrieb";"Wind";"2000";"2000";"2.6.2005";"18.6.2019";"Sachsen-Anhalt";"06779";"Raguhn-Jeßnitz";"";"";"Thurland";"Flur 3: Flurstück 34";"15082015";"51,705184";"12,232099";"";"";"WSB Windpark Thurland GmbH & Co. KG";"114";"70";"ENERCON GmbH";"E 66 20.70";"";"";"Horizontalläufer";"Windkraft an Land";"14.4.2021";"";"";"WSB Windpark Thurland GmbH & Co. KG";"ABR929523838474";"Volleinspeisung";"SGE952038323715";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL934489039278";"EEG970915355963";"E41081010000000000000000000004442";"2.6.2005";"";"";"";"";"";""
"SEE924506535616";"E 78302-06";"In Betrieb";"Wind";"2300";"2300";"19.1.2006";"2.4.2020";"Sachsen-Anhalt";"06386";"Quellendorf";"";"";"Libbesdorf";"Flur 2 Flurstück 51";"15082377";"51,778184";"12,128262";"";"";"WP Köthen";"113";"71";"ENERCON GmbH";"Enercon E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"12.4.2021";"";"";"Windpark Köthen GmbH & Co. KG Renditefonds";"ABR904572386534";"Volleinspeisung";"SGE913974162264";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL982847867353";"EEG923940503649";"E41081010000000000000000000013915";"19.1.2006";"";"";"";"";"";""
"SEE975987611122";"702330";"In Betrieb";"Wind";"2000";"2000";"10.6.2005";"18.6.2019";"Sachsen-Anhalt";"06779";"Raguhn-Jeßnitz";"";"";"Thurland";"Flur 3: Flurstück 34";"15082015";"51,706941";"12,229779";"";"";"WSB Windpark Thurland GmbH & Co. KG";"113";"71";"ENERCON GmbH";"E 70";"";"";"Horizontalläufer";"Windkraft an Land";"30.4.2021";"";"";"WSB Windpark Thurland GmbH & Co. KG";"ABR929523838474";"Volleinspeisung";"SGE952038323715";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL965123599834";"EEG974817314257";"E41081010000000000000000000004443";"10.6.2005";"";"";"";"";"";""
"SEE906460593130";"E 78301-05";"In Betrieb";"Wind";"2300";"2300";"19.1.2006";"2.4.2020";"Sachsen-Anhalt";"06386";"Quellendorf";"";"";"Libbesdorf";"Flur 2 Flurstück 44";"15082377";"51,776845";"12,123218";"";"";"WP Köthen";"113";"71";"ENERCON GmbH";"Enercon E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"12.4.2021";"";"";"Windpark Köthen GmbH & Co. KG Renditefonds";"ABR904572386534";"Volleinspeisung";"SGE913974162264";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL998392759951";"EEG983946037142";"E41081010000000000000000000013914";"19.1.2006";"";"";"";"";"";""
"SEE932847906859";"823743";"In Betrieb";"Wind";"2300";"2300";"22.6.2012";"6.8.2019";"Sachsen-Anhalt";"06369";"Trebbichau";"";"";"Trebbichau";"Flurstück 109, Flur 1";"15082377";"51,656958";"11,945449";"";"";"Trebbichau";"108";"82";"ENERCON GmbH";"E-82 E2";"";"";"Horizontalläufer";"Windkraft an Land";"28.1.2021";"";"";"Windpark GmbH & Co. Trebbichau KG";"ABR941567438915";"Volleinspeisung";"SGE938369341529";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Hochspannung";"SEL964491357138";"EEG964106315782";"E41081010000000000000000000152883";"22.6.2012";"";"";"";"";"";""
"SEE933733402035";"V80 - V17153";"In Betrieb";"Wind";"2000";"2000";"28.2.2003";"20.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Löberitz";"Flur 3,  Flurstück 307";"15082340";"51,644874";"12,159309";"";"";"Windpark Zörbig";"95";"80";"Vestas Deutschland GmbH";"V80-2.0";"";"";"Horizontalläufer";"Windkraft an Land";"20.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE941220559780";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL970931835715";"EEG935062273003";"E41081010000000000000000000005081";"28.2.2003";"";"";"";"";"";""
"SEE908657150577";"AN-2300-200-13";"In Betrieb";"Wind";"2300";"2300";"14.11.2003";"9.8.2019";"Sachsen-Anhalt";"06420";"Könnern";"Windpark";"906";"";"";"15082377";"51,694167";"11,7925";"";"";"Könnern II";"90";"82";"Siemens Wind Power GmbH & Co. KG";"AN Bonus 82";"";"";"Horizontalläufer";"Windkraft an Land";"8.4.2021";"";"";"PROKON Regenerative Energien eG";"ABR989393706204";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL982423974314";"EEG941792311656";"E41081010000000000000000000005304";"14.11.2003";"";"";"";"";"";""
"SEE933030435538";"V52 - V11897";"In Betrieb";"Wind";"850";"850";"4.9.2001";"20.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Löberitz";"Flur 3,  Flurstück 103";"15082340";"51,644004";"12,177705";"";"";"Windpark Zörbig";"74";"52";"Vestas Deutschland GmbH";"V52";"";"";"Horizontalläufer";"Windkraft an Land";"20.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE976149600015";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL948698537333";"EEG996305063089";"E41081010000000000000000000005035";"4.9.2001";"";"";"";"";"";""
"SEE915490708322";"78122";"In Betrieb";"Wind";"2000";"2000";"10.8.2006";"18.6.2019";"Sachsen-Anhalt";"06779";"Raguhn-Jeßnitz";"";"";"Thurland";"Flur 2: Flurstück 201";"15082015";"51,716534";"12,241765";"";"";"WSB Windpark Jeßnitz GmbH & Co. KG";"117";"71";"ENERCON GmbH";"E 70";"";"";"Horizontalläufer";"Windkraft an Land";"7.5.2021";"";"";"WSB Windpark Jeßnitz GmbH & Co. KG";"ABR996507748333";"Volleinspeisung";"SGE950119756254";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL937266061912";"EEG947366944602";"E41081010000000000000000000013779";"10.8.2006";"";"";"";"";"";""
"SEE959439633207";"E 78303-07";"In Betrieb";"Wind";"2300";"2300";"2.2.2006";"3.4.2020";"Sachsen-Anhalt";"06386";"Quellendorf";"";"";"Libbesdorf";"Flur 2 Flurstück 84";"15082377";"51,777198";"12,132663";"";"";"WP Köthen";"113";"71";"ENERCON GmbH";"Enercon E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"12.4.2021";"";"";"Windpark Köthen GmbH & Co. KG Renditefonds";"ABR904572386534";"Volleinspeisung";"SGE913974162264";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL986219168086";"EEG998470449941";"E41081010000000000000000000013916";"2.2.2006";"";"";"";"";"";""
"SEE900286345164";"WEA Drosa 1";"In Betrieb";"Wind";"5600";"5600";"18.3.2021";"19.3.2021";"Sachsen-Anhalt";"06386";"Osternienburger Land";"";"";"Drosa";"Flur13: 028";"15082256";"51,816872";"11,885653";"";"";"Windpark Dornbock";"166";"150";"Vestas Deutschland GmbH";"V150-5.6MW";"";"";"Horizontalläufer";"Windkraft an Land";"6.4.2021";"";"";"UGE Drosa-Kleeste GmbH & Co. KG Umweltgerechte Energie";"ABR923669280401";"Volleinspeisung";"SGE952184522079";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Hochspannung";"SEL906057440380";"EEG946545306248";"E41081010000000000000000000303747";"18.3.2021";"WIN18-3/028";"";"";"";"";""
"SEE959116105263";"E 78313-17";"In Betrieb";"Wind";"2300";"2300";"23.12.2005";"4.4.2020";"Sachsen-Anhalt";"06386";"Quellendorf";"";"";"Quellendorf";"Flur 1 Flurstück 1009";"15082377";"51,767376";"12,138914";"";"";"WP Köthen";"113";"71";"ENERCON GmbH";"Enercon E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"12.4.2021";"";"";"Windpark Köthen GmbH & Co. KG Renditefonds";"ABR904572386534";"Volleinspeisung";"SGE913974162264";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL934272229800";"EEG910894114540";"E41081010000000000000000000013909";"23.12.2005";"";"";"";"";"";""
"SEE986464062702";"823735";"In Betrieb";"Wind";"2300";"2300";"21.6.2012";"6.8.2019";"Sachsen-Anhalt";"06369";"Trebbichau";"";"";"Trebbichau";"Flur3: 1033";"15082377";"51,663205";"11,95028";"";"";"Trebbichau";"108";"82";"ENERCON GmbH";"E-82 E2";"";"";"Horizontalläufer";"Windkraft an Land";"27.1.2021";"";"";"Windpark GmbH & Co. Trebbichau KG";"ABR941567438915";"Volleinspeisung";"SGE938369341529";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Hochspannung";"SEL927563954680";"EEG995248416105";"E41081010000000000000000000152884";"21.6.2012";"";"";"";"";"";""
"SEE958952784410";"E 78298-02";"In Betrieb";"Wind";"2300";"2300";"15.2.2006";"1.4.2020";"Sachsen-Anhalt";"06386";"Quellendorf";"";"";"Libbesdorf";"Flur 5 / Flurstück 69";"15082377";"51,785319";"12,113143";"";"";"WP Köthen";"113";"70";"ENERCON GmbH";"Enercon E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"12.4.2021";"";"";"Windpark Köthen GmbH & Co. KG Renditefonds";"ABR904572386534";"Volleinspeisung";"SGE913974162264";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL910499708724";"EEG967593613010";"E41081010000000000000000000013911";"15.2.2006";"";"";"";"";"";""
"SEE965249409086";"AN-2300-201-15";"In Betrieb";"Wind";"2300";"2300";"19.11.2003";"9.8.2019";"Sachsen-Anhalt";"06420";"Könnern";"Windpark";"902Z";"";"";"15082377";"51,678611";"11,804167";"";"";"Könnern II";"90";"82";"Siemens Wind Power GmbH & Co. KG";"AN Bonus 82";"";"";"Horizontalläufer";"Windkraft an Land";"8.4.2021";"";"";"PROKON Regenerative Energien eG";"ABR989393706204";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL928168036511";"EEG992261463574";"E41081010000000000000000000005295";"19.11.2003";"";"";"";"";"";""
"SEE997583655737";"E66-E70788";"In Betrieb";"Wind";"1800";"1800";"7.8.2002";"21.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Zörbig";"Flur 8, Flurstück 186";"15082340";"51,639606";"12,162081";"";"";"Windpark Zörbig";"98";"70";"ENERCON GmbH";"E66/18.70";"";"";"Horizontalläufer";"Windkraft an Land";"21.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE978843155020";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL979268965713";"EEG978363065779";"E41081010000000000000000000004626";"7.8.2002";"";"";"";"";"";""
"SEE927618243462";"WEA Drosa 2";"In Betrieb";"Wind";"5600";"5600";"19.2.2021";"22.2.2021";"Sachsen-Anhalt";"06386";"Osternienburger Land";"";"";"Drosa";"Flur13: 028";"15082256";"51,81271";"11,884892";"";"";"Windpark Dornbock I";"166";"150";"Vestas Deutschland GmbH";"V150-5.6MW";"";"";"Horizontalläufer";"Windkraft an Land";"20.4.2021";"";"";"UGE Drosa-Kleeste GmbH & Co. KG Umweltgerechte Energie";"ABR923669280401";"Volleinspeisung";"SGE944856839639";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL906057440380";"EEG915480842036";"E41081010000000000000000000303748";"19.2.2021";"WIN18-3/028";"";"";"";"";""
"SEE968121012879";"E 78306-10";"In Betrieb";"Wind";"2300";"2300";"22.12.2005";"3.4.2020";"Sachsen-Anhalt";"06386";"Quellendorf";"";"";"Quellendorf";"Flur 1 Flurstück 34";"15082377";"51,76993";"12,131275";"";"";"WP Köthen";"113";"71";"ENERCON GmbH";"Enercon E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"12.4.2021";"";"";"Windpark Köthen GmbH & Co. KG Renditefonds";"ABR904572386534";"Volleinspeisung";"SGE913974162264";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL991773789387";"EEG916723525655";"E41081010000000000000000000013902";"22.12.2005";"";"";"";"";"";""
"SEE900793325666";"223759 - WEA 21";"In Betrieb";"Wind";"3600";"3600";"5.7.2019";"12.7.2019";"Sachsen-Anhalt";"06388";"Gröbzig";"";"";"Wörbzig";"3 und 1019";"15082377";"51,711754";"11,915059";"";"";"WP Wörbzig Repowering I";"149";"136";"Vestas Deutschland GmbH";"V136-3,6MW NH149m";"";"";"Horizontalläufer";"Windkraft an Land";"10.6.2021";"";"";"WEB Windpark Wörbzig GmbH & Co. KG";"ABR949205937202";"Volleinspeisung";"SGE974005662382";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung";"SEL979164048251";"EEG996271322050";"E41081010000000000000000000268028";"5.7.2019";"WIN17-2/065";"";"";"";"";""
"SEE983289255012";"E 823740-06";"In Betrieb";"Wind";"2300";"2300";"22.12.2011";"4.4.2020";"Sachsen-Anhalt";"06369";"Trebbichau";"";"";"Trebbichau";"Flur 2 Flurstück 60";"15082377";"51,661616";"11,969115";"";"";"WP Trebbichau Erweiterung";"108";"82";"ENERCON GmbH";"E-82 E2 -2.3MW";"";"";"Horizontalläufer";"Windkraft an Land";"8.3.2021";"";"";"Windpark Trebbichau GmbH & Co. KG Renditefonds";"ABR913589203949";"Volleinspeisung";"SGE943470726578";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Umspannebene Hochspannung/Mittelspannung";"SEL965400033907";"EEG989141407650";"E41081010000000000000000000152888";"22.12.2011";"";"";"";"";"";""
